image,label
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030321224_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030321224_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064552589_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064552589_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030609932_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030609932_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054856953_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054856953_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030500801_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030500801_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 5\171206_025905135_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 5\171206_025905135_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054424599_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054424599_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054302843_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054302843_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054417142_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054417142_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030806439_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030806439_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064245157_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064245157_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record005\Camera 6\170927_064343490_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record005/Camera 6\170927_064343490_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054454880_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054454880_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 6\171206_054715446_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 6\171206_054715446_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030019993_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030019993_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 6\170927_064456962_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 6\170927_064456962_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054434485_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054434485_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030408600_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030408600_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_053952484_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_053952484_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record003\Camera 6\170927_064049888_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record003/Camera 6\170927_064049888_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record001\Camera 6\170927_063845516_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record001/Camera 6\170927_063845516_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 6\171206_025933694_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 6\171206_025933694_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030853318_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030853318_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 6\171206_054746100_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 6\171206_054746100_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030435016_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030435016_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 6\171206_054729369_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 6\171206_054729369_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030115767_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030115767_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054159210_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054159210_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record005\Camera 6\170927_064401985_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record005/Camera 6\170927_064401985_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030139125_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030139125_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064248753_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064248753_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030148659_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030148659_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054411153_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054411153_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030033916_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030033916_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055154827_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055154827_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 6\171206_025922144_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 6\171206_025922144_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record005\Camera 6\170927_064359537_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record005/Camera 6\170927_064359537_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064512582_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064512582_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record001\Camera 5\171206_025750602_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record001/Camera 5\171206_025750602_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054948175_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054948175_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 5\171206_054735453_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 5\171206_054735453_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055200459_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055200459_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 5\170927_063959942_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 5\170927_063959942_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030842598_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030842598_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064720309_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064720309_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054039187_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054039187_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030844742_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030844742_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record004\Camera 6\171206_054618275_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record004/Camera 6\171206_054618275_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064213538_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064213538_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064601535_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064601535_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record001\Camera 5\170927_063827165_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record001/Camera 5\170927_063827165_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 5\171206_054728550_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 5\171206_054728550_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064249993_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064249993_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030005928_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030005928_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 5\171206_054130036_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 5\171206_054130036_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record001\Camera 5\170927_063835563_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record001/Camera 5\170927_063835563_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064326182_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064326182_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055204127_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055204127_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054903980_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054903980_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record003\Camera 5\170927_064051198_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record003/Camera 5\170927_064051198_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030831083_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030831083_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054839777_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054839777_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030630629_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030630629_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064228034_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064228034_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 5\171206_054004817_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 5\171206_054004817_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record005\Camera 5\170927_064407697_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record005/Camera 5\170927_064407697_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 6\171206_055214022_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 6\171206_055214022_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record004\Camera 6\171206_054623933_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record004/Camera 6\171206_054623933_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 6\171206_025913234_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 6\171206_025913234_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030024359_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030024359_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030050367_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030050367_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_055037141_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_055037141_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030405014_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030405014_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030051438_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030051438_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064615166_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064615166_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064555003_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064555003_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064626325_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064626325_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030134473_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030134473_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record003\Camera 5\170927_064057617_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record003/Camera 5\170927_064057617_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 6\170927_064010294_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 6\170927_064010294_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record004\Camera 5\171206_054610878_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record004/Camera 5\171206_054610878_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054127865_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054127865_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record004\Camera 5\171206_054607078_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record004/Camera 5\171206_054607078_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064201323_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064201323_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054430927_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054430927_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030024241_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030024241_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064451673_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064451673_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054902134_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054902134_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064242677_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064242677_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054233264_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054233264_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 6\170927_064456839_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 6\170927_064456839_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 6\171206_030229802_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 6\171206_030229802_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030435616_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030435616_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record003\Camera 6\170927_064050543_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record003/Camera 6\170927_064050543_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064509507_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064509507_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064226886_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064226886_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030730241_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030730241_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054420645_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054420645_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064300461_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064300461_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030359563_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030359563_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030341927_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030341927_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054317887_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054317887_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 6\171206_055147753_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 6\171206_055147753_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054244573_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054244573_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054238342_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054238342_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 5\171206_054101947_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 5\171206_054101947_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054245783_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054245783_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 6\170927_063958653_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 6\170927_063958653_Camera_6_bin.png
